,ASX code,Company name,GICs industry group,Listing date,Market Cap
948,IG6.AX,INTERNATIONAL GRAPHITE LIMITED,Capital Goods,07/04/2022,31380083
949,IGL.AX,IVE GROUP LIMITED,Media & Entertainment,16/12/2015,334611262
950,IGN.AX,IGNITE LIMITED,Commercial & Professional Services,16/01/1997,4837437
951,IGO.AX,IGO LIMITED,Materials,17/01/2002,11442316654
952,IHL.AX,INCANNEX HEALTHCARE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",23/05/2007,158701036
953,IIQ.AX,INOVIQ LTD,Health Care Equipment & Services,18/04/1991,46469445
954,IKE.AX,IKEGPS GROUP LIMITED,Technology Hardware & Equipment,21/11/2016,104002627
955,ILA.AX,ISLAND PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",13/04/2021,7720504
956,ILU.AX,ILUKA RESOURCES LIMITED,Materials,30/06/1962,4856545988
957,IMA.AX,IMAGE RESOURCES NL,Materials,04/07/2002,96423573
958,IMB.AX,INTELLIGENT MONITORING GROUP LIMITED,Commercial & Professional Services,03/03/1994,33871143
959,IMC.AX,IMMURON LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",30/04/1999,16173683
960,IMD.AX,IMDEX LIMITED,Materials,24/09/1987,930036539
961,IME.AX,IMEXHS LIMITED,Health Care Equipment & Services,14/12/2005,24653248
962,IMI.AX,INFINITY MINING LIMITED,Materials,22/12/2021,13460639
963,IMM.AX,IMMUTEP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",23/06/1988,324945733
964,IMR.AX,IMRICOR MEDICAL SYSTEMS INC.,Health Care Equipment & Services,30/08/2019,53156500
965,IMU.AX,IMUGENE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",24/11/1993,584496559
966,INA.AX,INGENIA COMMUNITIES GROUP,Equity Real Estate Investment Trusts (REITs),01/07/2004,1622181391
967,IND.AX,INDUSTRIAL MINERALS LTD,Materials,13/07/2021,44450000
968,INF.AX,INFINITY LITHIUM CORPORATION LIMITED,Materials,15/04/2011,48572170
969,ING.AX,INGHAMS GROUP LIMITED,"Food, Beverage & Tobacco",07/11/2016,988667739
970,INL.AX,INNLANZ LIMITED,Consumer Discretionary Distribution & Retail,22/02/2019,8771381
971,INP.AX,INCENTIAPAY LIMITED,Media & Entertainment,09/09/2014,11385573
972,INR.AX,IONEER LTD,Materials,19/12/2007,692451628
973,INV.AX,INVESTSMART GROUP LIMITED,Financial Services,21/04/2005,25419456
974,IOD.AX,IODM LIMITED,Software & Services,18/11/2003,157199857
975,IOU.AX,IOUPAY LIMITED,Media & Entertainment,12/10/2000,SUSPENDED
976,IPB.AX,IPB PETROLEUM LIMITED,Energy,30/04/2013,4520980
977,IPC.AX,IMPERIAL PACIFIC LIMITED,Financial Services,28/07/1971,6202776
978,IPD.AX,IMPEDIMED LIMITED,Health Care Equipment & Services,24/10/2007,332964749
979,IPG.AX,IPD GROUP LTD,Capital Goods,17/12/2021,367054642
980,IPH.AX,IPH LIMITED,Commercial & Professional Services,19/11/2014,1857708895
981,IPL.AX,INCITEC PIVOT LIMITED,Materials,28/07/2003,5302274329
982,IPT.AX,IMPACT MINERALS LIMITED,Materials,29/11/2006,36981151
983,IPX.AX,IPERIONX LIMITED,Materials,16/04/2018,219737130
984,IR1.AX,IRIS METALS LIMITED,Materials,23/09/2021,172672500
985,IRD.AX,IRON ROAD LIMITED,Materials,12/06/2008,63744426
986,IRE.AX,IRESS LIMITED,Software & Services,03/11/2000,1937006845
987,IRI.AX,INTEGRATED RESEARCH LIMITED,Software & Services,13/12/2000,60578241
988,IRX.AX,INHALERX LIMITED,Health Care Equipment & Services,11/01/2017,8539513
989,IS3.AX,I SYNERGY GROUP LIMITED,Software & Services,30/03/2017,3468964
990,ITM.AX,ITECH MINERALS LTD,Materials,21/10/2021,27491301
991,IVC.AX,INVOCARE LIMITED,Consumer Services,04/12/2003,1802199770
992,IVO.AX,INVIGOR GROUP LIMITED,Media & Entertainment,03/12/1999,SUSPENDED
993,IVR.AX,INVESTIGATOR RESOURCES LTD,Materials,03/04/2007,68984161
994,IVT.AX,INVENTIS LIMITED,Commercial & Professional Services,14/04/1999,2446400
995,IVX.AX,INVION LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",15/02/2010,32108161
996,IVZ.AX,INVICTUS ENERGY LTD,Energy,19/01/2012,129077780
997,IXC.AX,INVEX THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",05/07/2019,28934231
998,IXR.AX,IONIC RARE EARTHS LIMITED,Materials,10/12/1999,94706518
999,IXU.AX,IXUP LIMITED,Software & Services,15/11/2017,55916604
1000,JAL.AX,JAMESON RESOURCES LIMITED,Materials,18/12/2007,21533111
1001,JAN.AX,JANISON EDUCATION GROUP LIMITED,Software & Services,12/09/2000,104636516
1002,JAT.AX,JATCORP LIMITED,Consumer Discretionary Distribution & Retail,30/01/2008,24979518
1003,JAV.AX,JAVELIN MINERALS LIMITED,Materials,09/10/2012,9454153
1004,JAY.AX,JAYRIDE GROUP LIMITED,Transportation,29/01/2018,23418347
1005,JBH.AX,JB HI-FI LIMITED,Consumer Discretionary Distribution & Retail,23/10/2003,4563600367
1006,JCS.AX,JCURVE SOLUTIONS LTD,Software & Services,08/12/2000,12805394
1007,JDO.AX,JUDO CAPITAL HOLDINGS LIMITED,Banks,01/11/2021,1282403052
1008,JGH.AX,JADE GAS HOLDINGS LIMITED,Materials,13/02/1995,74073606
1009,JHG.AX,JANUS HENDERSON GROUP PLC,Financial Services,27/10/2008,7020847428
1010,JHX.AX,JAMES HARDIE INDUSTRIES PLC,Materials,15/10/2001,17271410709
1011,JIN.AX,JUMBO INTERACTIVE LIMITED,Consumer Services,14/06/1972,890810398
1012,JLG.AX,JOHNS LYNG GROUP LIMITED,Capital Goods,26/10/2017,1374440451
1013,JMS.AX,JUPITER MINES LIMITED.,Materials,18/04/2018,411388117
1014,JNO.AX,JUNO MINERALS LIMITED,Materials,14/05/2021,12281220
1015,JPR.AX,JUPITER ENERGY LIMITED,Energy,12/11/2003,23367152
1016,JRL.AX,JINDALEE RESOURCES LIMITED,Materials,11/07/2002,111888984
1017,JRV.AX,JERVOIS GLOBAL LIMITED,Materials,01/12/1980,149747045
1018,JTL.AX,JAYEX TECHNOLOGY LIMITED,Health Care Equipment & Services,17/12/2015,2812785
1019,JXT.AX,JAXSTA LTD,Software & Services,21/09/2010,19880557
1020,JYC.AX,JOYCE CORPORATION LTD,Consumer Discretionary Distribution & Retail,17/12/1986,71009043
1021,K2F.AX,K2FLY LIMITED,Software & Services,19/02/2008,17531480
1022,KAI.AX,KAIROS MINERALS LIMITED,Materials,30/05/1973,33389589
1023,KAL.AX,KALGOORLIE GOLD MINING LIMITED,Materials,17/11/2021,3340902
1024,KAM.AX,K2 ASSET MANAGEMENT HOLDINGS LTD,Financial Services,29/11/2007,17599219
1025,KAR.AX,KAROON ENERGY LTD,Energy,08/06/2004,1132352247
1026,KAT.AX,KATANA CAPITAL LIMITED,Not Applic,23/12/2005,37247708
1027,KAU.AX,KAISER REEF LIMITED,Materials,28/02/2020,29539536
1028,KBC.AX,KEYBRIDGE CAPITAL LIMITED,Financial Services,23/12/1999,8939189
1029,KCC.AX,KINCORA COPPER LIMITED,Materials,30/03/2021,10327560
1030,KCN.AX,KINGSGATE CONSOLIDATED LIMITED.,Materials,21/04/1988,372451195
1031,KDY.AX,KADDY LIMITED,Consumer Discretionary Distribution & Retail,04/04/2001,SUSPENDED
1032,KED.AX,KEYPATH EDUCATION INTERNATIONAL INC.,Consumer Services,02/06/2021,78099462
1033,KEY.AX,KEY PETROLEUM LIMITED,Energy,26/04/2007,2951892
1034,KFM.AX,KINGFISHER MINING LTD,Materials,11/12/2020,15845925
1035,KGD.AX,KULA GOLD LIMITED,Materials,16/11/2010,7464238
1036,KGL.AX,KGL RESOURCES LIMITED,Materials,17/03/2005,85093779
1037,KGN.AX,KOGAN.COM LTD,Consumer Discretionary Distribution & Retail,07/07/2016,520181767
1038,KIL.AX,KILAND LTD,Materials,08/07/2002,144037312
1039,KIN.AX,KIN MINING NL,Materials,02/10/2013,36522667
1040,KKC.AX,KKR CREDIT INCOME FUND,Not Applic,21/11/2019,593462341
1041,KKO.AX,KINETIKO ENERGY LTD,Energy,21/07/2011,68299308
1042,KLI.AX,KILLI RESOURCES LIMITED,Class Pend,10/02/2022,4290003
1043,KLL.AX,KALIUM LAKES LIMITED,Materials,22/12/2016,SUSPENDED
1044,KLO.AX,KINGSLAND GLOBAL LTD,Real Estate Management & Development,11/12/2015,SUSPENDED
1045,KLR.AX,KAILI RESOURCES LIMITED,Energy,06/03/1997,1916205
1046,KLS.AX,KELSIAN GROUP LIMITED,Transportation,16/10/2013,1919522244
1047,KMD.AX,KMD BRANDS LIMITED,Consumer Discretionary Distribution & Retail,13/11/2009,672223597
1048,KME.AX,KIP MCGRATH EDUCATION CENTRES LIMITED,Consumer Services,15/08/2003,24082264
1049,KNB.AX,KOONENBERRY GOLD LIMITED,Materials,28/09/2021,4071469
1050,KNG.AX,KINGSLAND MINERALS LTD,Materials,14/06/2022,16657342
1051,KNI.AX,KUNIKO LIMITED,Materials,24/08/2021,25549886
1052,KNM.AX,KNEOMEDIA LIMITED,Media & Entertainment,24/06/1987,7523927
1053,KNO.AX,KNOSYS LIMITED,Software & Services,09/09/2015,12968322
1054,KOB.AX,KOBA RESOURCES LIMITED,Materials,04/05/2022,16866667
1055,KOR.AX,KORAB RESOURCES LIMITED,Materials,31/08/2005,8442150
1056,KOV.AX,KORVEST LTD,Capital Goods,17/09/1970,85317250
1057,KP2.AX,KORE POTASH PLC,Materials,07/11/2017,47907120
1058,KPG.AX,KELLY PARTNERS GROUP HOLDINGS LIMITED,Commercial & Professional Services,21/06/2017,200250000
1059,KPO.AX,KALINA POWER LIMITED,Utilities,02/08/1971,12121566
1060,KRM.AX,KINGSROSE MINING LIMITED,Materials,07/12/2007,42894012
1061,KRR.AX,KING RIVER RESOURCES LIMITED,Materials,21/09/2007,12428200
1062,KSC.AX,K & S CORPORATION LIMITED,Transportation,25/08/1971,322963600
1063,KSL.AX,KINA SECURITIES LIMITED,Banks,30/07/2015,218071284
1064,KSN.AX,KINGSTON RESOURCES LIMITED,Materials,05/03/1987,42604500
1065,KSS.AX,KLEOS SPACE S.A,Commercial & Professional Services,24/08/2018,SUSPENDED
1066,KTA.AX,KRAKATOA RESOURCES LIMITED,Materials,28/12/2012,7630908
1067,KTG.AX,K-TIG LIMITED,Capital Goods,01/11/2012,SUSPENDED
1068,KYP.AX,KINATICO LTD,Software & Services,08/09/2015,43423237
1069,KZA.AX,KAZIA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",01/09/1994,41045241
1070,KZR.AX,KALAMAZOO RESOURCES LIMITED,Materials,16/01/2017,21519498
1071,L1M.AX,LIGHTNING MINERALS LTD,Materials,22/11/2022,7510861
1072,LAM.AX,LARAMIDE RESOURCES LTD,Energy,30/04/2013,115071848
1073,LAU.AX,LINDSAY AUSTRALIA LIMITED,Transportation,05/07/1994,341330497
1074,LAW.AX,LAWFINANCE LIMITED,Financial Services,12/05/2000,SUSPENDED
1075,LBL.AX,LASERBOND LIMITED,Capital Goods,17/12/2007,81379276
1076,LBT.AX,LBT INNOVATIONS LIMITED,Health Care Equipment & Services,31/07/2006,11757053
1077,LCE.AX,LONDON CITY EQUITIES LIMITED,Financial Services,06/03/1987,15522464
1078,LCL.AX,LCL RESOURCES LIMITED,Materials,02/10/2007,28594961
1079,LCT.AX,LIVING CELL TECHNOLOGIES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",01/09/2004,21842028
1080,LCY.AX,LEGACY IRON ORE LIMITED,Materials,08/07/2008,128136524
1081,LDR.AX,LODE RESOURCES LTD,Materials,02/07/2021,19221146
1082,LDX.AX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,Health Care Equipment & Services,05/07/2021,3403621
1083,LEG.AX,LEGEND MINING LIMITED,Materials,25/08/1995,139270905
1084,LEL.AX,LITHIUM ENERGY LIMITED,Materials,19/05/2021,85509000
1085,LER.AX,LEAF RESOURCES LTD,Materials,05/01/1999,26806505
1086,LEX.AX,LEFROY EXPLORATION LIMITED,Materials,05/09/1991,34498470
1087,LFG.AX,LIBERTY FINANCIAL GROUP,Financial Services,15/12/2020,1151416679
1088,LFS.AX,LATITUDE GROUP HOLDINGS LIMITED,Financial Services,20/04/2021,1252810355
1089,LGI.AX,LGI LIMITED,Utilities,04/10/2022,226032054
1090,LGL.AX,LYNCH GROUP HOLDINGS LIMITED,"Food, Beverage & Tobacco",06/04/2021,311268586
1091,LGM.AX,LEGACY MINERALS HOLDINGS LIMITED,Materials,13/09/2021,12065765
1092,LGP.AX,LITTLE GREEN PHARMA LTD,"Pharmaceuticals, Biotechnology & Life Sciences",20/02/2020,50807871
1093,LHM.AX,LAND & HOMES GROUP LIMITED,Real Estate Management & Development,05/10/2004,8395114
1094,LIC.AX,LIFESTYLE COMMUNITIES LIMITED,Real Estate Management & Development,15/12/1998,1512768046
1095,LIN.AX,LINDIAN RESOURCES LIMITED,Materials,02/03/2000,364728808
1096,LIO.AX,LION ENERGY LIMITED,Energy,15/02/1972,10728296
1097,LIS.AX,LI-S ENERGY LIMITED,Capital Goods,28/09/2021,172854062
1098,LIT.AX,LITHIUM AUSTRALIA LIMITED,Materials,30/10/2007,39078134
1099,LKE.AX,LAKE RESOURCES N.L.,Materials,29/08/2001,433845636
1100,LKO.AX,LAKES BLUE ENERGY NL,Energy,05/12/1985,57825090
1101,LKY.AX,LOCKSLEY RESOURCES LIMITED,Materials,08/07/2021,5180000
1102,LLC.AX,LENDLEASE GROUP,Real Estate Management & Development,30/06/1962,4921759544
1103,LLI.AX,LOYAL LITHIUM LIMITED,Materials,06/07/2021,SUSPENDED
1104,LLL.AX,LEO LITHIUM LIMITED,Materials,23/06/2022,1329413229
1105,LLO.AX,LION ONE METALS LIMITED,Materials,07/06/2013,160871288
1106,LM1.AX,LEEUWIN METALS LTD,Materials,29/03/2023,19007502
1107,LM8.AX,LUNNON METALS LIMITED,Materials,16/06/2021,182709120
1108,LME.AX,LIMEADE INC.,Software & Services,20/12/2019,103445043
1109,LMG.AX,LATROBE MAGNESIUM LIMITED,Materials,18/12/1986,99167044
1110,LML.AX,LINCOLN MINERALS LIMITED,Materials,09/03/2007,22731389
1111,LMLND.AX,LINCOLN MINERALS LIMITED,Materials,09/03/2007,22731389
1112,LNK.AX,LINK ADMINISTRATION HOLDINGS LIMITED,Commercial & Professional Services,27/10/2015,979806089
1113,LNR.AX,LANTHANEIN RESOURCES LTD,Materials,09/04/2003,16823634
1114,LNU.AX,LINIUS TECHNOLOGIES LIMITED,Software & Services,26/07/2011,15061829
1115,LNW.AX,LIGHT & WONDER INC.,Consumer Services,22/05/2023,8990301130
1116,LOM.AX,LUCAPA DIAMOND COMPANY LIMITED,Materials,19/12/2006,47505476
1117,LOT.AX,LOTUS RESOURCES LIMITED,Materials,18/02/2009,241916768
1118,LOV.AX,LOVISA HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,18/12/2014,1951756720
1119,LPD.AX,LEPIDICO LTD,Materials,19/04/1994,84021469
1120,LPE.AX,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,Utilities,11/10/2011,8551501
1121,LPI.AX,LITHIUM POWER INTERNATIONAL LIMITED,Materials,24/06/2016,195063644
1122,LPM.AX,LITHIUM PLUS MINERALS LTD.,Materials,26/04/2022,29208400
1123,LRD.AX,LORD RESOURCES LIMITED,Materials,07/04/2022,3835866
1124,LRK.AX,LARK DISTILLING CO. LTD,"Food, Beverage & Tobacco",12/11/2003,128231075
1125,LRL.AX,LABYRINTH RESOURCES LIMITED,Materials,28/07/1971,8635386
1126,LRS.AX,LATIN RESOURCES LIMITED,Materials,21/09/2010,618597180
1127,LRT.AX,LOWELL RESOURCES FUND,Not Applic,22/03/2018,40086390
1128,LRV.AX,LARVOTTO RESOURCES LIMITED,Materials,06/12/2021,10579575
1129,LSA.AX,LACHLAN STAR LIMITED,Materials,28/07/1971,9233089
1130,LSF.AX,L1 LONG SHORT FUND LIMITED,Not Applic,24/04/2018,1751195938
1131,LSR.AX,LODESTAR MINERALS LIMITED,Materials,21/12/2007,9216987
1132,LSX.AX,LION SELECTION GROUP LIMITED.,Not Applic,13/03/2013,61400587
1133,LTR.AX,LIONTOWN RESOURCES LIMITED,Materials,27/12/2006,6491417357
1134,LV1.AX,LIVE VERDURE LTD,"Food, Beverage & Tobacco",14/12/2020,8475906
1135,LVE.AX,LOVE GROUP GLOBAL LTD,Software & Services,05/12/2014,2999529
1136,LVH.AX,LIVEHIRE LIMITED,Software & Services,10/06/2016,22479663
1137,LVT.AX,LIVETILES LIMITED,Software & Services,17/08/1999,10473657
1138,LYC.AX,LYNAS RARE EARTHS LIMITED,Materials,11/09/1986,6658104351
1139,LYK.AX,LYKOS METALS LIMITED,Materials,21/10/2021,11340000
1140,LYL.AX,LYCOPODIUM LIMITED,Capital Goods,17/12/2004,401773685
1141,LYN.AX,LYCAON RESOURCES LTD,Materials,17/11/2021,6643125
1142,M24.AX,MAMBA EXPLORATION LIMITED,Materials,05/02/2021,4573750
1143,M2M.AX,MT MALCOLM MINES NL,Materials,10/09/2021,3070305
1144,M2R.AX,MIRAMAR RESOURCES LIMITED,Materials,22/10/2020,2974124
1145,M3M.AX,M3 MINING LIMITED,Materials,29/07/2021,6511862
1146,M4M.AX,MACRO METALS LIMITED,Materials,16/01/1987,7952311
1147,M7T.AX,MACH7 TECHNOLOGIES LIMITED,Health Care Equipment & Services,30/11/2005,131829160
1148,M8S.AX,M8 SUSTAINABLE LIMITED,Commercial & Professional Services,11/12/2019,SUSPENDED
1149,MAD.AX,MADER GROUP LIMITED,Commercial & Professional Services,01/10/2019,1012000000
1150,MAF.AX,MA FINANCIAL GROUP LIMITED,Financial Services,10/04/2017,912889999
1151,MAG.AX,MAGMATIC RESOURCES LIMITED,Materials,19/05/2017,24149731
1152,MAH.AX,MACMAHON HOLDINGS LIMITED,Materials,01/12/1983,290923085
1153,MAM.AX,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,Financial Services,30/04/2018,77255307
1154,MAN.AX,MANDRAKE RESOURCES LIMITED,Materials,29/05/1987,24549157
1155,MAP.AX,MICROBA LIFE SCIENCES LIMITED,Health Care Equipment & Services,05/04/2022,99799577
1156,MAQ.AX,MACQUARIE TECHNOLOGY GROUP LIMITED,Telecommunication Services,27/09/1999,1590167586
1157,MAT.AX,MATSA RESOURCES LIMITED,Materials,20/04/2005,14832265
1158,MAU.AX,MAGNETIC RESOURCES NL,Materials,05/04/2007,116107477
1159,MAUCA.AX,MAGNETIC RESOURCES NL,Materials,05/04/2007,116107477
1160,MAY.AX,MELBANA ENERGY LIMITED,Energy,27/03/1998,303318369
1161,MBH.AX,MAGGIE BEER HOLDINGS LTD,"Food, Beverage & Tobacco",27/08/2004,44054990
1162,MBK.AX,METAL BANK LIMITED,Materials,02/03/2011,5529710
1163,MBX.AX,MY FOODIE BOX LIMITED,Consumer Staples Distribution & Retail,07/01/2022,343973
1164,MCA.AX,MURRAY COD AUSTRALIA LIMITED,"Food, Beverage & Tobacco",30/03/2011,95719174
1165,MCE.AX,MATRIX COMPOSITES & ENGINEERING LIMITED,Energy,16/11/2009,58899465
1166,MCL.AX,MIGHTY CRAFT LIMITED,Consumer Services,17/12/2019,25888639
1167,MCM.AX,MC MINING LIMITED,Energy,24/04/1980,55953128
1168,MCP.AX,MCPHERSON'S LIMITED,Household & Personal Products,30/06/1962,67656096
1169,MCR.AX,MINCOR RESOURCES NL,Materials,16/06/1997,762063399
1170,MCT.AX,METALICITY LIMITED,Materials,21/12/2005,7472172
1171,MCX.AX,MARINER CORPORATION LIMITED,Financial Services,20/06/1986,SUSPENDED
1172,MCY.AX,MERCURY NZ LIMITED,Utilities,10/05/2013,8154342134
1173,MDC.AX,MEDLAB CLINICAL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",14/07/2015,SUSPENDED
1174,MDI.AX,MIDDLE ISLAND RESOURCES LIMITED,Materials,16/12/2010,2448364
1175,MDR.AX,MEDADVISOR LIMITED,Health Care Equipment & Services,26/05/2011,136239852
1176,MDX.AX,MINDAX LIMITED,Materials,08/12/2004,122733527
1177,ME1.AX,MELODIOL GLOBAL HEALTH LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",20/10/2016,--
1178,MEA.AX,MCGRATH LIMITED,Real Estate Management & Development,07/12/2015,57286989
1179,MEB.AX,MEDIBIO LIMITED,Health Care Equipment & Services,29/01/2001,4547927
1180,MEC.AX,MORPHIC ETHICAL EQUITIES FUND LIMITED,Financial Services,03/05/2017,53163834
1181,MEG.AX,MEGADO MINERALS LTD,Materials,27/10/2020,14249511
1182,MEI.AX,METEORIC RESOURCES NL,Materials,16/07/2004,418001568
1183,MEK.AX,MEEKA METALS LIMITED,Materials,21/12/1999,36298704
1184,MEL.AX,METGASCO LTD,Energy,23/12/2004,15958301
1185,MEM.AX,MEMPHASYS LIMITED.,"Pharmaceuticals, Biotechnology & Life Sciences",14/05/2007,14392806
1186,MEU.AX,MARMOTA LIMITED,Energy,21/11/2007,35999220
1187,MEZ.AX,MERIDIAN ENERGY LIMITED,Utilities,29/10/2013,12812518805
1188,MFD.AX,MAYFIELD CHILDCARE LIMITED,Consumer Services,30/11/2016,67925213
1189,MFF.AX,MFF CAPITAL INVESTMENTS LIMITED,Not Applic,19/12/2006,1486467228
1190,MFG.AX,MAGELLAN FINANCIAL GROUP LIMITED,Financial Services,01/07/2004,1605672306
1191,MGA.AX,METALSGROVE MINING LTD,Materials,06/07/2022,6325200
1192,MGF.AX,MAGELLAN GLOBAL FUND.,Not Applic,30/11/2020,2288579118
1193,MGG.AX,MOGUL GAMES GROUP LTD,Media & Entertainment,19/10/2011,SUSPENDED
1194,MGH.AX,MAAS GROUP HOLDINGS LIMITED,Capital Goods,04/12/2020,841487336
1195,MGL.AX,MAGONTEC LIMITED,Materials,07/07/1983,33281981
1196,MGR.AX,MIRVAC GROUP,Equity Real Estate Investment Trusts (REITs),16/06/1999,8996561295
1197,MGT.AX,MAGNETITE MINES LIMITED.,Materials,06/04/2006,30335284
1198,MGU.AX,MAGNUM MINING AND EXPLORATION LIMITED,Materials,23/04/1987,17260892
1199,MGV.AX,MUSGRAVE MINERALS LIMITED,Materials,29/04/2011,174406345
1200,MGX.AX,MOUNT GIBSON IRON LIMITED,Materials,12/02/1976,534344507
1201,MHC.AX,MANHATTAN CORPORATION LIMITED,Energy,29/01/2008,20553951
1202,MHI.AX,MERCHANT HOUSE INTERNATIONAL LIMITED,Consumer Durables & Apparel,31/10/1994,4713325
1203,MHJ.AX,MICHAEL HILL INTERNATIONAL LIMITED,Consumer Discretionary Distribution & Retail,07/07/2016,345516884
1204,MHK.AX,METAL HAWK LIMITED.,Materials,19/11/2020,5823379
1205,MI6.AX,MINERALS 260 LIMITED,Materials,12/10/2021,135720000
1206,MIH.AX,MNC MEDIA INVESTMENT LTD,Media & Entertainment,13/09/2013,SUSPENDED
1207,MIL.AX,MILLENNIUM SERVICES GROUP LIMITED,Commercial & Professional Services,19/11/2015,12026631
1208,MIN.AX,MINERAL RESOURCES LIMITED,Materials,28/07/2006,14218479883
1209,MIO.AX,MACARTHUR MINERALS LIMITED,Materials,06/12/2019,36487767
1210,MIR.AX,MIRRABOOKA INVESTMENTS LIMITED,Not Applic,28/06/2001,522985841
1211,MKG.AX,MAKO GOLD LIMITED,Materials,16/04/2018,14644775
1212,MKL.AX,MIGHTY KINGDOM LIMITED,Media & Entertainment,21/04/2021,8399023
1213,MKR.AX,MANUKA RESOURCES LTD.,Materials,14/07/2020,32452204
1214,MLG.AX,MLG OZ LIMITED,Materials,04/05/2021,80118040
1215,MLM.AX,METALLICA MINERALS LIMITED,Materials,23/11/2004,22008675
1216,MLS.AX,METALS AUSTRALIA LTD,Materials,23/01/1986,19345122
1217,MLX.AX,METALS X LIMITED,Materials,26/08/2004,254034499
1218,MM1.AX,MIDAS MINERALS LTD,Materials,07/09/2021,24236526
1219,MM8.AX,MEDALLION METALS LIMITED.,Materials,22/03/2021,16605541
1220,MMA.AX,MARONAN METALS LIMITED,Materials,29/04/2022,36750124
1221,MMC.AX,MITRE MINING CORPORATION LIMITED,Materials,30/09/2021,14738783
1222,MME.AX,MONEYME LIMITED,Financial Services,12/12/2019,63206200
1223,MMI.AX,METRO MINING LIMITED,Materials,04/12/2009,96004252
1224,MMM.AX,MARLEY SPOON SE,Consumer Staples Distribution & Retail,02/07/2018,39335973
1225,MMR.AX,MEC RESOURCES LIMITED,Energy,29/05/2006,SUSPENDED
1226,MMS.AX,MCMILLAN SHAKESPEARE LIMITED,Commercial & Professional Services,15/03/2004,1166520652
1227,MNB.AX,MINBOS RESOURCES LIMITED,Materials,18/10/2010,102860778
1228,MND.AX,MONADELPHOUS GROUP LIMITED,Capital Goods,28/03/1991,1153210388
1229,MNS.AX,MAGNIS ENERGY TECHNOLOGIES LTD,Materials,25/10/2005,156146408
1230,MOB.AX,MOBILICOM LIMITED,Technology Hardware & Equipment,02/05/2017,10613414
1231,MOH.AX,MOHO RESOURCES LIMITED,Materials,07/11/2018,2855355
1232,MOM.AX,MOAB MINERALS LIMITED,Materials,15/01/1987,9450525
1233,MOT.AX,METRICS INCOME OPPORTUNITIES TRUST,Not Applic,29/04/2019,542429535
1234,MOV.AX,MOVE LOGISTICS GROUP LIMITED,Transportation,01/07/2022,98927360
1235,MOZ.AX,MOSAIC BRANDS LIMITED,Consumer Discretionary Distribution & Retail,11/05/2000,29427376
1236,MP1.AX,MEGAPORT LIMITED,Software & Services,17/12/2015,1135527069
1237,MPA.AX,MAD PAWS HOLDINGS LIMITED,Consumer Services,26/03/2021,31649631
1238,MPG.AX,MANY PEAKS GOLD LIMITED,Materials,16/03/2022,10778940
1239,MPL.AX,MEDIBANK PRIVATE LIMITED,Insurance,25/11/2014,9914411664
1240,MPP.AX,METRO PERFORMANCE GLASS LIMITED,Capital Goods,30/07/2014,22245370
1241,MPR.AX,MPOWER GROUP LIMITED,Financial Services,01/01/1974,5874066
1242,MPX.AX,MUSTERA PROPERTY GROUP LIMITED,Real Estate Management & Development,28/11/2014,36058783
1243,MQG.AX,MACQUARIE GROUP LIMITED,Financial Services,05/11/2007,67892371375
1244,MQR.AX,MARQUEE RESOURCES LIMITED,Materials,15/03/2017,14397130
1245,MRC.AX,MINERAL COMMODITIES LTD,Materials,14/08/1981,38721533
1246,MRD.AX,MOUNT RIDLEY MINES LIMITED,Materials,15/09/2004,15569766
1247,MRI.AX,MY REWARDS INTERNATIONAL LIMITED,Commercial & Professional Services,11/02/2022,5725688
1248,MRL.AX,MAYUR RESOURCES LIMITED,Materials,21/09/2017,42097626
1249,MRM.AX,MMA OFFSHORE LIMITED,Energy,21/06/1999,414129758
1250,MRQ.AX,MRG METALS LIMITED,Materials,08/06/2011,5957756
1251,MRR.AX,MINREX RESOURCES LIMITED,Materials,11/11/2011,14103278
1252,MRZ.AX,MONT ROYAL RESOURCES LIMITED,Materials,07/05/2019,8217920
1253,MSB.AX,MESOBLAST LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",16/12/2004,997400911
1254,MSG.AX,MCS SERVICES LIMITED,Commercial & Professional Services,17/01/2012,5158866
1255,MSI.AX,MULTISTACK INTERNATIONAL LIMITED,Capital Goods,11/02/1993,1090431
1256,MSV.AX,MITCHELL SERVICES LIMITED,Materials,02/08/2011,78026659
1257,MTB.AX,MOUNT BURGESS MINING NL,Materials,05/09/1985,1324757
1258,MTC.AX,METALSTECH LIMITED,Materials,24/02/2017,49980216
